155.11,121.4,90.247
168.28,129.05,95.222
182.91,144.34,111.19
163.62,130.71,100.6
162.07,130.66,101.41
175.8,140.95,110.38
149.21,116.94,86.742
158.21,126.04,99.605
187.46,150.75,121.14
159.91,127.55,101.29
133.79,104.97,79.097
178.77,139.51,107.24
137.14,102.75,71.611
156.59,115.77,81.066
132.54,98.824,67.838
158.4,115.69,79.232
125.55,95.127,65.4
141.05,106.26,74.903
131.24,101.91,72.456
149.03,113.72,82.712
178.03,138.94,106.57
160.01,126.82,99.891
148.79,116.43,86.18
161.14,125.78,95.652
152.25,118.55,87.693
152.86,116.22,84.381
158.84,126.06,99.513
183.65,145.6,115.51
174.85,134.4,101.75
146.6,112.62,85.173
144.08,111.76,81.422
152.67,117.83,88.034
140.45,109.99,78.977
146.3,110.08,78.158
159.32,122.92,91.305
149.02,114.11,82.446
141.93,108.5,77.992
159.18,124.4,95.176
148.61,114.94,87.697
181.44,140.71,107.42
147.16,114.23,87.712
176.14,139.29,110.24
142.97,111.69,81.495
154.31,118.55,87.175
152.72,121.92,92.033
159.95,126.85,97.959
137,106.12,79.379
161.07,126.18,96.542
148.47,113.81,84.712
169.85,131.92,100.62
